timestamp,VendorID,VendorCountry,VendorStateProvince,productId,product_name,categoryId,price,quantity
2025-10-10T03:30:37.392071,3529,Canada,Alberta,MB-AG-G03,Call of Duty,ACTION,70.11,1
2025-10-10T03:30:50.393131,2657,USA,Washington,MB-AG-G03,Call of Duty,ACTION,64.82,3
2025-10-10T03:32:26.392779,7220,Japan,Kyoto,WC-SH-G05,Total War: Warhammer,STRATEGY,57.35,2
2025-10-10T03:34:07.391624,7072,Japan,Kyoto,SF-BUD-G01,Grand Theft Scooter,SIMULATION,47.24,1
2025-10-10T03:34:13.382290,8138,Australia,Queensland,SF-BUD-G04,Flight Simulator,SIMULATION,64.36,2
2025-10-10T03:37:03.385776,8281,Australia,New South Wales,FS-FGA-G01,Madden NFL,SPORTS,56.18,5
2025-10-10T03:37:58.385367,7257,Japan,Tokyo,FS-FGA-G02,FIFA 24,SPORTS,63.0,2
2025-10-10T03:41:11.382046,4566,Mexico,Nuevo León,WC-SH-G03,Manganiello Bros.,STRATEGY,32.29,4
2025-10-10T03:45:06.391364,8423,Australia,New South Wales,WC-SH-G03,Manganiello Bros.,STRATEGY,30.03,1
2025-10-10T03:48:25.385912,8682,Brazil,Brasília,MB-AG-G04,Assassin's Creed,ACTION,46.53,3
2025-10-10T03:56:31.388237,7258,Japan,Osaka,MB-AG-G04,Assassin's Creed,ACTION,54.2,2
2025-10-10T03:56:48.383306,8133,Australia,Victoria,MB-AC-002,Wireless Controller,accessories,57.13,4
2025-10-10T03:57:01.384706,6509,UK,Scotland,MB-AG-G01,Shrek Soccer,ACTION,15.96,2
2025-10-10T03:57:17.388910,7149,Japan,Osaka,MB-AG-G02,Halo Infinite,ACTION,64.74,5
2025-10-10T03:57:23.381937,6346,Italy,Lombardy,MB-AG-G03,Call of Duty,ACTION,71.46,1
2025-10-10T03:59:34.385740,4480,Mexico,Jalisco,FS-FGA-G03,NBA 2K24,SPORTS,65.63,1
2025-10-10T04:00:04.392252,2434,USA,Texas,WC-SH-G01,Mediocre Kingdoms,STRATEGY,37.22,4
2025-10-10T04:01:43.382077,2371,USA,California,FS-FGA-G01,Madden NFL,SPORTS,58.39,3
2025-10-10T04:02:53.386272,5417,Germany,Hamburg,MB-AG-G03,Call of Duty,ACTION,64.09,3
2025-10-10T04:07:06.390403,7948,China,Shanghai,MB-AG-G01,Shrek Soccer,ACTION,14.71,5
2025-10-10T04:09:20.386150,9380,South Africa,KwaZulu-Natal,MB-AC-003,Gaming Keyboard,accessories,120.12,4
2025-10-10T04:10:31.386261,3972,Canada,Alberta,MB-AC-001,Gaming Headset,accessories,81.83,1
2025-10-10T04:10:55.381264,7995,China,Beijing,FS-FGA-G02,FIFA 24,SPORTS,64.44,2
2025-10-10T04:14:21.387750,5150,Germany,Bavaria,MB-AG-G01,Shrek Soccer,ACTION,14.0,2
2025-10-10T04:15:47.381366,8181,Australia,Victoria,SF-BUD-G02,The Sims 5,SIMULATION,45.83,1
2025-10-10T04:16:08.386861,3464,Canada,Ontario,FS-FGA-G03,NBA 2K24,SPORTS,59.08,5
2025-10-10T04:19:48.384815,1783,USA,Washington,FS-FGA-G02,FIFA 24,SPORTS,54.91,5
2025-10-10T04:20:19.385231,7805,China,Shanghai,FS-FGA-G01,Madden NFL,SPORTS,59.82,2
2025-10-10T04:21:06.383215,3191,Canada,Alberta,MB-AC-003,Gaming Keyboard,accessories,137.26,4
2025-10-10T04:25:27.387809,7620,China,Guangdong,MB-AG-G01,Shrek Soccer,ACTION,15.92,3
2025-10-10T04:25:41.384679,8901,Brazil,Brasília,MB-AC-004,Gaming Mouse,accessories,52.19,4
2025-10-10T04:25:41.388077,9334,South Africa,Gauteng,WC-SH-G05,Total War: Warhammer,STRATEGY,58.95,3
2025-10-10T04:28:32.382251,7349,Japan,Osaka,SF-BUD-G04,Flight Simulator,SIMULATION,60.28,5
2025-10-10T04:29:05.391144,6665,UK,England,SF-BUD-G03,Cities: Skylines,SIMULATION,31.85,5
2025-10-10T04:30:31.383692,5579,France,Provence,MB-AG-G04,Assassin's Creed,ACTION,46.97,3
2025-10-10T04:31:12.385006,5189,Germany,Hamburg,SF-BUD-G03,Cities: Skylines,SIMULATION,27.71,3
2025-10-10T04:32:41.387185,5208,Germany,Hamburg,SF-BUD-G04,Flight Simulator,SIMULATION,54.22,5
2025-10-10T04:32:50.392592,8587,Brazil,Brasília,WC-SH-G01,Mediocre Kingdoms,STRATEGY,43.75,4
2025-10-10T04:35:12.393567,3054,Canada,Quebec,MB-AC-001,Gaming Headset,accessories,87.93,2
2025-10-10T04:36:52.392456,6043,Italy,Tuscany,MB-AG-G03,Call of Duty,ACTION,66.88,5
2025-10-10T04:41:50.383759,4156,Mexico,Jalisco,SF-BUD-G02,The Sims 5,SIMULATION,52.08,2
2025-10-10T04:46:45.385554,6908,UK,England,FS-FGA-G02,FIFA 24,SPORTS,56.39,4
2025-10-10T04:48:02.387562,9331,South Africa,KwaZulu-Natal,MB-AG-G01,Shrek Soccer,ACTION,14.57,4
2025-10-10T04:50:49.390860,6331,Italy,Lazio,FS-FGA-G01,Madden NFL,SPORTS,54.4,5
2025-10-10T04:54:30.390807,4914,Mexico,Jalisco,SF-BUD-G04,Flight Simulator,SIMULATION,60.76,5
2025-10-10T04:59:25.392787,8513,Brazil,São Paulo,FS-FGA-G02,FIFA 24,SPORTS,56.42,4
2025-10-10T05:00:00.385265,5497,Germany,Bavaria,SF-BUD-G02,The Sims 5,SIMULATION,54.92,4
2025-10-10T05:00:43.391968,7234,Japan,Osaka,SF-BUD-G03,Cities: Skylines,SIMULATION,29.18,3
2025-10-10T05:03:26.385510,7997,China,Guangdong,SF-BUD-G04,Flight Simulator,SIMULATION,62.84,1
2025-10-10T05:07:22.387291,5512,France,Île-de-France,SF-BUD-G02,The Sims 5,SIMULATION,45.46,1
2025-10-10T05:18:54.388659,6649,UK,Scotland,FS-FGA-G02,FIFA 24,SPORTS,58.25,3
2025-10-10T05:21:25.392182,7117,Japan,Kyoto,SF-BUD-G02,The Sims 5,SIMULATION,47.05,4
2025-10-10T05:21:55.388227,8477,Australia,Queensland,SF-BUD-G02,The Sims 5,SIMULATION,47.13,1
2025-10-10T05:22:21.381736,5861,France,Île-de-France,SF-BUD-G01,Grand Theft Scooter,SIMULATION,43.75,1
2025-10-10T05:24:24.382282,9220,South Africa,KwaZulu-Natal,WC-SH-G03,Manganiello Bros.,STRATEGY,31.47,5
2025-10-10T05:29:28.390118,1319,USA,Texas,MB-AC-004,Gaming Mouse,accessories,45.78,5
2025-10-10T05:30:57.391335,7328,Japan,Tokyo,WC-SH-G02,World of Cheese,STRATEGY,24.07,2
2025-10-10T05:34:22.391583,6458,Italy,Tuscany,FS-FGA-G02,FIFA 24,SPORTS,55.98,3
2025-10-10T05:36:40.390123,8258,Australia,Queensland,SF-BUD-G04,Flight Simulator,SIMULATION,58.99,3
2025-10-10T05:37:22.381480,6454,Italy,Tuscany,FS-FGA-G02,FIFA 24,SPORTS,62.46,4
2025-10-10T05:39:33.386446,8876,Brazil,Rio de Janeiro,MB-AC-005,Mouse Pad,accessories,19.99,2
2025-10-10T05:40:52.386738,5372,Germany,Hamburg,MB-AG-G01,Shrek Soccer,ACTION,16.13,1
2025-10-10T05:41:42.381231,4822,Mexico,Mexico City,MB-AC-004,Gaming Mouse,accessories,52.71,2
2025-10-10T05:53:18.388264,7100,Japan,Kyoto,SF-BUD-G04,Flight Simulator,SIMULATION,57.68,5
2025-10-10T05:54:16.392034,6292,Italy,Lombardy,SF-BUD-G03,Cities: Skylines,SIMULATION,27.31,2
2025-10-10T05:56:06.387522,8409,Australia,New South Wales,SF-BUD-G02,The Sims 5,SIMULATION,54.38,1
2025-10-10T05:56:32.392956,6777,UK,Wales,FS-FGA-G02,FIFA 24,SPORTS,65.57,2
2025-10-10T05:58:05.390650,6001,Italy,Tuscany,MB-AG-G02,Halo Infinite,ACTION,59.12,1
2025-10-10T06:00:17.389599,8462,Australia,Victoria,SF-BUD-G02,The Sims 5,SIMULATION,53.63,3
2025-10-10T06:01:47.386555,5209,Germany,Bavaria,SF-BUD-G03,Cities: Skylines,SIMULATION,30.4,5
2025-10-10T06:02:39.393646,2724,USA,Florida,WC-SH-G01,Mediocre Kingdoms,STRATEGY,39.8,5
2025-10-10T06:06:34.393854,7982,China,Guangdong,SF-BUD-G04,Flight Simulator,SIMULATION,61.39,1
2025-10-10T06:07:35.383986,2680,USA,New York,FS-FGA-G02,FIFA 24,SPORTS,58.85,5
2025-10-10T06:09:08.388773,3518,Canada,Ontario,WC-SH-G02,World of Cheese,STRATEGY,24.72,3
2025-10-10T06:10:08.389705,4289,Mexico,Nuevo León,MB-AC-001,Gaming Headset,accessories,74.31,3
2025-10-10T06:10:14.382110,6433,Italy,Tuscany,MB-AG-G04,Assassin's Creed,ACTION,50.13,2
2025-10-10T06:14:23.392576,4901,Mexico,Mexico City,MB-AC-002,Wireless Controller,accessories,54.02,2
2025-10-10T06:14:59.383364,8334,Australia,Queensland,MB-AC-004,Gaming Mouse,accessories,53.24,2
2025-10-10T06:16:11.393272,7981,China,Guangdong,SF-BUD-G02,The Sims 5,SIMULATION,50.34,5
2025-10-10T06:16:36.389126,3902,Canada,Quebec,MB-AC-002,Wireless Controller,accessories,64.47,3
2025-10-10T06:16:55.390231,6610,UK,Scotland,FS-FGA-G03,NBA 2K24,SPORTS,57.59,1
2025-10-10T06:17:14.385377,5043,Germany,Berlin,WC-SH-G01,Mediocre Kingdoms,STRATEGY,41.3,2
2025-10-10T06:20:13.392611,7406,Japan,Kyoto,MB-AG-G04,Assassin's Creed,ACTION,53.6,2
2025-10-10T06:20:25.393871,6122,Italy,Lombardy,SF-BUD-G04,Flight Simulator,SIMULATION,55.22,5
2025-10-10T06:20:42.386598,7501,China,Shanghai,WC-SH-G03,Manganiello Bros.,STRATEGY,29.1,4
2025-10-10T06:24:54.391201,1325,USA,California,MB-AC-005,Mouse Pad,accessories,20.81,1
2025-10-10T06:25:04.386522,9162,South Africa,Western Cape,SF-BUD-G02,The Sims 5,SIMULATION,49.21,5
2025-10-10T06:25:05.381716,3295,Canada,Quebec,WC-SH-G04,Command & Conquer,STRATEGY,50.08,3
2025-10-10T06:25:11.385778,7319,Japan,Tokyo,SF-BUD-G04,Flight Simulator,SIMULATION,62.87,5
2025-10-10T06:26:22.381597,1082,USA,Florida,FS-FGA-G01,Madden NFL,SPORTS,58.62,5
2025-10-10T06:28:56.384979,6469,Italy,Tuscany,MB-AC-003,Gaming Keyboard,accessories,130.28,2
2025-10-10T06:29:46.385668,9773,South Africa,Western Cape,SF-BUD-G03,Cities: Skylines,SIMULATION,27.8,1
2025-10-10T06:31:20.391970,3240,Canada,Alberta,MB-AC-002,Wireless Controller,accessories,62.97,2
2025-10-10T06:32:40.387188,9558,South Africa,Gauteng,FS-FGA-G03,NBA 2K24,SPORTS,60.85,3
2025-10-10T06:33:39.381966,8474,Australia,Queensland,SF-BUD-G01,Grand Theft Scooter,SIMULATION,45.57,1
2025-10-10T06:36:47.386979,5645,France,Île-de-France,MB-AC-003,Gaming Keyboard,accessories,130.33,4
2025-10-10T06:37:59.385158,6744,UK,England,FS-FGA-G02,FIFA 24,SPORTS,60.06,5
2025-10-10T06:42:12.390695,7077,Japan,Kyoto,MB-AC-005,Mouse Pad,accessories,21.06,4
2025-10-10T06:42:54.386365,5827,France,Île-de-France,MB-AC-001,Gaming Headset,accessories,73.93,4
2025-10-10T06:44:49.387182,5397,Germany,Bavaria,SF-BUD-G02,The Sims 5,SIMULATION,49.09,3
2025-10-10T06:45:45.388108,4126,Mexico,Jalisco,SF-BUD-G02,The Sims 5,SIMULATION,47.23,4
2025-10-10T06:47:46.389791,6036,Italy,Tuscany,MB-AG-G04,Assassin's Creed,ACTION,45.88,1
2025-10-10T06:48:32.387257,5712,France,Île-de-France,WC-SH-G04,Command & Conquer,STRATEGY,50.51,5
2025-10-10T06:48:51.385490,7529,China,Guangdong,MB-AG-G03,Call of Duty,ACTION,64.49,5
2025-10-10T06:50:40.384606,4649,Mexico,Mexico City,WC-SH-G03,Manganiello Bros.,STRATEGY,28.68,2
2025-10-10T06:51:05.389648,4592,Mexico,Mexico City,MB-AG-G03,Call of Duty,ACTION,68.41,3
2025-10-10T06:52:16.388626,4668,Mexico,Nuevo León,FS-FGA-G03,NBA 2K24,SPORTS,65.29,2
2025-10-10T06:52:38.392445,4575,Mexico,Nuevo León,MB-AG-G01,Shrek Soccer,ACTION,14.54,4
2025-10-10T06:53:27.387382,8754,Brazil,Rio de Janeiro,FS-FGA-G02,FIFA 24,SPORTS,58.91,3
2025-10-10T06:54:05.393139,5797,France,Aquitaine,MB-AC-003,Gaming Keyboard,accessories,138.49,3
2025-10-10T06:56:19.389025,7331,Japan,Osaka,MB-AG-G03,Call of Duty,ACTION,68.43,1
2025-10-10T06:56:31.392343,8047,Australia,Queensland,MB-AC-003,Gaming Keyboard,accessories,131.12,5
2025-10-10T06:57:50.391357,6999,UK,Wales,WC-SH-G01,Mediocre Kingdoms,STRATEGY,39.27,3
2025-10-10T07:02:21.389392,3674,Canada,British Columbia,SF-BUD-G02,The Sims 5,SIMULATION,52.05,3
2025-10-10T07:04:49.383310,5953,France,Île-de-France,MB-AG-G04,Assassin's Creed,ACTION,52.54,5
2025-10-10T07:04:52.389287,3719,Canada,Quebec,FS-FGA-G02,FIFA 24,SPORTS,59.0,5
2025-10-10T07:04:56.383628,8419,Australia,New South Wales,SF-BUD-G04,Flight Simulator,SIMULATION,63.96,3
2025-10-10T07:06:32.382696,5158,Germany,Hamburg,MB-AG-G04,Assassin's Creed,ACTION,54.19,5
2025-10-10T07:06:32.388589,6711,UK,Wales,MB-AC-004,Gaming Mouse,accessories,54.42,2
2025-10-10T07:07:14.385932,6543,UK,England,MB-AC-002,Wireless Controller,accessories,64.83,1
2025-10-10T07:12:53.393390,1108,USA,Florida,MB-AC-005,Mouse Pad,accessories,18.01,5
2025-10-10T07:15:38.383047,7421,Japan,Tokyo,WC-SH-G05,Total War: Warhammer,STRATEGY,58.58,3
2025-10-10T07:18:22.387570,4441,Mexico,Jalisco,MB-AC-004,Gaming Mouse,accessories,53.42,2
2025-10-10T07:19:50.382170,8919,Brazil,Brasília,MB-AG-G01,Shrek Soccer,ACTION,14.12,4
2025-10-10T07:19:50.384741,5745,France,Île-de-France,FS-FGA-G01,Madden NFL,SPORTS,60.39,5
2025-10-10T07:19:55.386995,7036,Japan,Osaka,MB-AG-G04,Assassin's Creed,ACTION,51.15,4
2025-10-10T07:22:44.384373,6689,UK,Wales,WC-SH-G04,Command & Conquer,STRATEGY,45.19,2
2025-10-10T07:23:35.387482,8766,Brazil,São Paulo,WC-SH-G01,Mediocre Kingdoms,STRATEGY,40.52,3
2025-10-10T07:24:38.380977,8959,Brazil,Brasília,FS-FGA-G02,FIFA 24,SPORTS,55.08,5
2025-10-10T07:27:10.393789,6012,Italy,Tuscany,MB-AG-G03,Call of Duty,ACTION,71.3,4
2025-10-10T07:27:58.389120,7791,China,Shanghai,MB-AG-G02,Halo Infinite,ACTION,60.19,2
2025-10-10T07:29:35.385858,5215,Germany,Berlin,FS-FGA-G02,FIFA 24,SPORTS,59.87,1
2025-10-10T07:31:10.383282,6791,UK,Wales,MB-AG-G01,Shrek Soccer,ACTION,15.68,5
2025-10-10T07:31:41.382378,3393,Canada,Quebec,MB-AC-002,Wireless Controller,accessories,63.06,3
2025-10-10T07:32:43.384007,3045,Canada,Quebec,FS-FGA-G03,NBA 2K24,SPORTS,58.05,1
2025-10-10T07:32:45.381524,8115,Australia,Victoria,MB-AG-G04,Assassin's Creed,ACTION,50.06,2
2025-10-10T07:35:49.391683,8061,Australia,New South Wales,SF-BUD-G03,Cities: Skylines,SIMULATION,28.49,1
2025-10-10T07:40:49.392158,2093,USA,Florida,FS-FGA-G02,FIFA 24,SPORTS,63.8,1
2025-10-10T07:41:38.388148,8057,Australia,New South Wales,WC-SH-G05,Total War: Warhammer,STRATEGY,61.04,5
2025-10-10T07:42:37.390363,8177,Australia,New South Wales,MB-AG-G03,Call of Duty,ACTION,73.97,3
2025-10-10T07:43:21.392321,6645,UK,Wales,FS-FGA-G03,NBA 2K24,SPORTS,55.8,2
2025-10-10T07:43:22.389232,6099,Italy,Lazio,FS-FGA-G01,Madden NFL,SPORTS,59.45,5
2025-10-10T07:48:23.387852,8416,Australia,Victoria,MB-AG-G01,Shrek Soccer,ACTION,14.46,3
2025-10-10T07:53:18.388957,7923,China,Guangdong,SF-BUD-G02,The Sims 5,SIMULATION,54.64,3
2025-10-10T07:53:53.388578,8168,Australia,Victoria,FS-FGA-G02,FIFA 24,SPORTS,56.99,4
2025-10-10T07:55:15.386166,8691,Brazil,Brasília,SF-BUD-G04,Flight Simulator,SIMULATION,60.28,4
2025-10-10T07:56:17.382635,7481,Japan,Kyoto,FS-FGA-G03,NBA 2K24,SPORTS,59.29,1
2025-10-10T08:01:22.383003,7376,Japan,Kyoto,FS-FGA-G01,Madden NFL,SPORTS,62.85,1
2025-10-10T08:01:23.384796,9733,South Africa,Western Cape,WC-SH-G03,Manganiello Bros.,STRATEGY,31.72,4
2025-10-10T08:03:56.385559,3003,Canada,British Columbia,MB-AG-G02,Halo Infinite,ACTION,61.59,4
2025-10-10T08:05:14.388716,4168,Mexico,Mexico City,MB-AC-005,Mouse Pad,accessories,18.6,2
2025-10-10T08:07:10.381381,5219,Germany,Bavaria,FS-FGA-G02,FIFA 24,SPORTS,55.45,3
2025-10-10T08:14:12.385829,5621,France,Aquitaine,WC-SH-G01,Mediocre Kingdoms,STRATEGY,41.4,1
2025-10-10T08:23:07.382714,7156,Japan,Tokyo,SF-BUD-G04,Flight Simulator,SIMULATION,57.27,1
2025-10-10T08:23:48.385249,8553,Brazil,Brasília,WC-SH-G03,Manganiello Bros.,STRATEGY,30.98,2
2025-10-10T08:25:36.392866,6267,Italy,Lazio,MB-AG-G01,Shrek Soccer,ACTION,15.14,2
2025-10-10T08:27:39.388111,8146,Australia,Victoria,FS-FGA-G02,FIFA 24,SPORTS,64.45,3
2025-10-10T08:27:45.393253,6103,Italy,Lazio,FS-FGA-G02,FIFA 24,SPORTS,61.34,2
2025-10-10T08:28:20.392889,9159,South Africa,KwaZulu-Natal,WC-SH-G05,Total War: Warhammer,STRATEGY,57.52,5
2025-10-10T08:29:27.383816,7526,China,Guangdong,MB-AC-004,Gaming Mouse,accessories,47.3,2
2025-10-10T08:31:10.381877,3112,Canada,Ontario,WC-SH-G05,Total War: Warhammer,STRATEGY,62.67,4
2025-10-10T08:31:55.391425,5959,France,Île-de-France,FS-FGA-G03,NBA 2K24,SPORTS,63.57,3
2025-10-10T08:32:46.391303,5451,Germany,Berlin,FS-FGA-G01,Madden NFL,SPORTS,62.08,4
2025-10-10T08:33:37.391846,6234,Italy,Lazio,MB-AG-G02,Halo Infinite,ACTION,55.33,3
2025-10-10T08:36:36.387358,5336,Germany,Bavaria,MB-AC-002,Wireless Controller,accessories,61.62,1
2025-10-10T08:36:52.391033,9440,South Africa,Gauteng,FS-FGA-G03,NBA 2K24,SPORTS,62.97,1
2025-10-10T08:39:41.384042,3649,Canada,Alberta,SF-BUD-G03,Cities: Skylines,SIMULATION,29.96,4
2025-10-10T08:40:42.392190,7686,China,Guangdong,WC-SH-G02,World of Cheese,STRATEGY,22.79,2
2025-10-10T08:47:07.387487,4771,Mexico,Jalisco,WC-SH-G01,Mediocre Kingdoms,STRATEGY,38.83,2
2025-10-10T08:48:51.389506,4014,Mexico,Mexico City,WC-SH-G04,Command & Conquer,STRATEGY,53.49,5
2025-10-10T08:50:31.389344,5559,France,Aquitaine,MB-AC-001,Gaming Headset,accessories,80.78,2
2025-10-10T08:52:33.388409,7545,China,Beijing,SF-BUD-G02,The Sims 5,SIMULATION,47.54,1
2025-10-10T08:53:02.381206,6746,UK,England,MB-AC-001,Gaming Headset,accessories,80.66,5
2025-10-10T08:57:07.389721,8095,Australia,Victoria,MB-AC-003,Gaming Keyboard,accessories,134.12,3
2025-10-10T08:57:58.385399,1593,USA,Florida,MB-AG-G03,Call of Duty,ACTION,67.06,1
2025-10-10T09:05:10.383892,5919,France,Aquitaine,MB-AG-G01,Shrek Soccer,ACTION,14.67,1
2025-10-10T09:05:14.381090,6266,Italy,Tuscany,MB-AC-004,Gaming Mouse,accessories,52.9,2
2025-10-10T09:06:58.384565,8084,Australia,Queensland,SF-BUD-G01,Grand Theft Scooter,SIMULATION,45.24,3
2025-10-10T09:08:27.389583,6923,UK,Scotland,MB-AG-G01,Shrek Soccer,ACTION,13.59,3
2025-10-10T09:08:45.390534,8220,Australia,New South Wales,FS-FGA-G02,FIFA 24,SPORTS,63.85,5
2025-10-10T09:09:40.382916,6957,UK,Wales,MB-AG-G02,Halo Infinite,ACTION,56.5,4
2025-10-10T09:16:17.385142,5305,Germany,Hamburg,MB-AC-003,Gaming Keyboard,accessories,136.08,1
2025-10-10T09:17:19.385029,5915,France,Aquitaine,FS-FGA-G02,FIFA 24,SPORTS,64.82,5
2025-10-10T09:17:27.384396,7962,China,Beijing,MB-AC-004,Gaming Mouse,accessories,51.6,5
2025-10-10T09:18:10.380980,4605,Mexico,Nuevo León,SF-BUD-G04,Flight Simulator,SIMULATION,57.78,5
2025-10-10T09:19:04.385185,6301,Italy,Lombardy,FS-FGA-G03,NBA 2K24,SPORTS,56.33,5
2025-10-10T09:19:42.384777,6099,Italy,Tuscany,WC-SH-G05,Total War: Warhammer,STRATEGY,55.18,4
2025-10-10T09:23:17.383905,3535,Canada,Alberta,WC-SH-G01,Mediocre Kingdoms,STRATEGY,37.17,5
2025-10-10T09:24:14.384352,8400,Australia,Queensland,WC-SH-G02,World of Cheese,STRATEGY,26.72,2
2025-10-10T09:26:38.381867,5348,Germany,Bavaria,FS-FGA-G02,FIFA 24,SPORTS,55.27,3
2025-10-10T09:26:45.390415,5100,Germany,Hamburg,MB-AG-G02,Halo Infinite,ACTION,61.15,1
2025-10-10T09:26:53.380969,7333,Japan,Tokyo,WC-SH-G02,World of Cheese,STRATEGY,23.78,3
2025-10-10T09:30:08.385062,6190,Italy,Lazio,FS-FGA-G01,Madden NFL,SPORTS,60.27,3
2025-10-10T09:30:58.386032,7842,China,Shanghai,WC-SH-G02,World of Cheese,STRATEGY,26.91,3
2025-10-10T09:34:31.383313,1908,USA,Washington,MB-AC-005,Mouse Pad,accessories,19.5,4
2025-10-10T09:35:37.389166,7747,China,Guangdong,FS-FGA-G02,FIFA 24,SPORTS,57.55,4
2025-10-10T09:37:15.387828,6700,UK,Wales,WC-SH-G04,Command & Conquer,STRATEGY,51.88,5
2025-10-10T09:40:31.384576,7816,China,Guangdong,FS-FGA-G01,Madden NFL,SPORTS,64.07,2
2025-10-10T09:48:09.392961,4795,Mexico,Jalisco,MB-AC-004,Gaming Mouse,accessories,53.71,4
2025-10-10T09:48:25.390247,7821,China,Beijing,SF-BUD-G02,The Sims 5,SIMULATION,49.68,3
2025-10-10T09:50:10.384509,4148,Mexico,Mexico City,MB-AC-002,Wireless Controller,accessories,65.97,1
2025-10-10T09:53:08.382322,5772,France,Provence,SF-BUD-G02,The Sims 5,SIMULATION,46.84,4
2025-10-10T09:53:22.381536,1830,USA,California,WC-SH-G03,Manganiello Bros.,STRATEGY,31.7,1
2025-10-10T09:53:40.389535,6924,UK,England,WC-SH-G02,World of Cheese,STRATEGY,26.19,5
2025-10-10T09:59:08.381145,6548,UK,England,FS-FGA-G03,NBA 2K24,SPORTS,54.93,2
2025-10-10T09:59:56.391137,8783,Brazil,Rio de Janeiro,FS-FGA-G01,Madden NFL,SPORTS,62.46,3
2025-10-10T10:02:20.383023,5805,France,Provence,FS-FGA-G02,FIFA 24,SPORTS,62.67,2
2025-10-10T10:02:37.392727,6322,Italy,Lombardy,WC-SH-G04,Command & Conquer,STRATEGY,47.47,1
2025-10-10T10:05:01.383476,7094,Japan,Osaka,MB-AC-003,Gaming Keyboard,accessories,123.74,1
2025-10-10T10:08:46.388214,1449,USA,California,SF-BUD-G01,Grand Theft Scooter,SIMULATION,45.69,4
2025-10-10T10:08:58.387952,7197,Japan,Kyoto,FS-FGA-G03,NBA 2K24,SPORTS,61.79,5
2025-10-10T10:09:27.383511,2038,USA,New York,WC-SH-G02,World of Cheese,STRATEGY,25.25,4
2025-10-10T10:10:19.382525,5732,France,Île-de-France,FS-FGA-G01,Madden NFL,SPORTS,60.93,1
2025-10-10T10:10:31.381740,2502,USA,New York,WC-SH-G05,Total War: Warhammer,STRATEGY,62.87,2
2025-10-10T10:11:07.387302,7583,China,Shanghai,SF-BUD-G02,The Sims 5,SIMULATION,46.26,4
2025-10-10T10:15:56.393683,6338,Italy,Tuscany,WC-SH-G04,Command & Conquer,STRATEGY,48.43,2
2025-10-10T10:22:21.385902,9445,South Africa,KwaZulu-Natal,WC-SH-G02,World of Cheese,STRATEGY,23.52,5
2025-10-10T10:28:23.385792,9715,South Africa,Gauteng,MB-AC-004,Gaming Mouse,accessories,45.53,3
2025-10-10T10:28:40.392999,3686,Canada,Quebec,FS-FGA-G02,FIFA 24,SPORTS,58.84,2
2025-10-10T10:29:48.392185,5534,France,Provence,SF-BUD-G03,Cities: Skylines,SIMULATION,28.22,5
2025-10-10T10:31:30.387409,7870,China,Guangdong,MB-AC-004,Gaming Mouse,accessories,52.32,5
2025-10-10T10:32:10.391422,6794,UK,Scotland,MB-AC-002,Wireless Controller,accessories,62.16,1
2025-10-10T10:43:20.386727,4938,Mexico,Mexico City,FS-FGA-G02,FIFA 24,SPORTS,61.15,1
2025-10-10T10:44:50.387049,8809,Brazil,São Paulo,FS-FGA-G03,NBA 2K24,SPORTS,64.77,5
2025-10-10T10:45:19.392128,8910,Brazil,Rio de Janeiro,MB-AG-G01,Shrek Soccer,ACTION,14.46,3
2025-10-10T10:45:26.384748,3982,Canada,Alberta,SF-BUD-G03,Cities: Skylines,SIMULATION,31.13,3
2025-10-10T10:47:24.384779,6456,Italy,Lazio,FS-FGA-G01,Madden NFL,SPORTS,55.52,4
2025-10-10T10:49:36.383720,1643,USA,New York,MB-AC-003,Gaming Keyboard,accessories,138.48,5
2025-10-10T10:55:28.381594,2930,USA,Texas,WC-SH-G01,Mediocre Kingdoms,STRATEGY,42.19,2
2025-10-10T10:56:01.382427,9889,South Africa,KwaZulu-Natal,FS-FGA-G03,NBA 2K24,SPORTS,58.52,1
2025-10-10T11:04:42.390507,8707,Brazil,São Paulo,MB-AG-G03,Call of Duty,ACTION,67.8,2
2025-10-10T11:09:34.382219,2132,USA,New York,FS-FGA-G02,FIFA 24,SPORTS,54.78,1
2025-10-10T11:12:48.389374,7670,China,Guangdong,FS-FGA-G02,FIFA 24,SPORTS,61.48,1
2025-10-10T11:13:07.391807,5763,France,Île-de-France,MB-AG-G01,Shrek Soccer,ACTION,15.95,4
2025-10-10T11:15:48.385295,1816,USA,New York,FS-FGA-G01,Madden NFL,SPORTS,64.86,3
2025-10-10T11:16:12.389086,3975,Canada,Alberta,WC-SH-G05,Total War: Warhammer,STRATEGY,55.29,5
2025-10-10T11:17:24.385580,6488,Italy,Lazio,SF-BUD-G03,Cities: Skylines,SIMULATION,28.14,1
2025-10-10T11:18:25.387816,7030,Japan,Osaka,SF-BUD-G02,The Sims 5,SIMULATION,48.74,1
2025-10-10T11:18:54.386709,6869,UK,Scotland,WC-SH-G02,World of Cheese,STRATEGY,23.57,4
2025-10-10T11:22:34.384798,8622,Brazil,São Paulo,MB-AC-002,Wireless Controller,accessories,59.15,5
2025-10-10T11:27:44.384692,9815,South Africa,Western Cape,WC-SH-G02,World of Cheese,STRATEGY,24.91,3
2025-10-10T11:28:24.393908,3579,Canada,Quebec,WC-SH-G05,Total War: Warhammer,STRATEGY,56.06,3
